88,3547,UNIX應用與實務,2,選修,IECS,資訊二丁,0,60
89,3551,電子商務安全,3,選修,IECS,資訊二丁,0,60
90,3552,電子商務安全,3,選修,IECS,資訊二丁,0,60
91,1270,計算機結構學,3,必修,IECS,資訊三甲,0,60
92,1271,計算機演算法,3,必修,IECS,資訊三甲,0,60
93,1272,專題研究(一),2,必修,IECS,資訊三甲,0,60
94,1289,人工智慧導論,3,選修,IECS,資訊三甲,0,60
95,1290,安全程式設計,3,選修,IECS,資訊三甲,0,60
96,1291,作業系統(二),3,選修,IECS,資訊三甲,0,60
97,1293,電腦視覺與擴增實境,3,選修,IECS,資訊三甲,0,60
98,1294,資訊實務案例探討,2,選修,IECS,資訊三甲,0,60
99,1295,微處理機介面設計,3,選修,IECS,資訊三甲,0,60
100,3548,人工智慧導論,3,選修,IECS,資訊三甲,0,60
101,3550,資訊安全管理,3,選修,IECS,資訊三甲,0,60
102,3553,行動應用程式開發,3,選修,IECS,資訊三甲,0,60
103,3555,軟體框架設計,3,選修,IECS,資訊三甲,0,60
104,3556,軟體框架設計,3,選修,IECS,資訊三甲,0,60
105,3637,嵌入式系統,3,選修,IECS,資訊三甲,0,60
106,3638,雲端應用系統開發,3,選修,IECS,資訊三甲,0,60
107,1276,計算機結構學,3,必修,IECS,資訊三乙,0,60
108,1277,計算機演算法,3,必修,IECS,資訊三乙,0,60
109,1278,專題研究(一),2,必修,IECS,資訊三乙,0,60
110,1289,人工智慧導論,3,選修,IECS,資訊三乙,0,60
111,1290,安全程式設計,3,選修,IECS,資訊三乙,0,60
112,1291,作業系統(二),3,選修,IECS,資訊三乙,0,60
113,1293,電腦視覺與擴增實境,3,選修,IECS,資訊三乙,0,60
114,1294,資訊實務案例探討,2,選修,IECS,資訊三乙,0,60
115,1295,微處理機介面設計,3,選修,IECS,資訊三乙,0,60
116,3548,人工智慧導論,3,選修,IECS,資訊三乙,0,60
117,3550,資訊安全管理,3,選修,IECS,資訊三乙,0,60
118,3553,行動應用程式開發,3,選修,IECS,資訊三乙,0,60
119,3555,軟體框架設計,3,選修,IECS,資訊三乙,0,60
120,3556,軟體框架設計,3,選修,IECS,資訊三乙,0,60
121,3637,嵌入式系統,3,選修,IECS,資訊三乙,0,60
122,3638,雲端應用系統開發,3,選修,IECS,資訊三乙,0,60
123,1279,計算機結構學,3,必修,IECS,資訊三丙,0,60
124,1280,計算機演算法,3,必修,IECS,資訊三丙,0,60
125,1281,專題研究(一),2,必修,IECS,資訊三丙,0,60
126,1289,人工智慧導論,3,選修,IECS,資訊三丙,0,60
127,1290,安全程式設計,3,選修,IECS,資訊三丙,0,60
128,1291,作業系統(二),3,選修,IECS,資訊三丙,0,60
129,1293,電腦視覺與擴增實境,3,選修,IECS,資訊三丙,0,60
130,1294,資訊實務案例探討,2,選修,IECS,資訊三丙,0,60
131,1295,微處理機介面設計,3,選修,IECS,資訊三丙,0,60
132,3549,人工智慧導論,3,選修,IECS,資訊三丙,0,60
133,3550,資訊安全管理,3,選修,IECS,資訊三丙,0,60
134,3554,行動應用程式開發,3,選修,IECS,資訊三丙,0,60
135,3555,軟體框架設計,3,選修,IECS,資訊三丙,0,60
136,3556,軟體框架設計,3,選修,IECS,資訊三丙,0,60
137,3637,嵌入式系統,3,選修,IECS,資訊三丙,0,60
138,3638,雲端應用系統開發,3,選修,IECS,資訊三丙,0,60
139,1286,計算機結構學,3,必修,IECS,資訊三丁,0,60
140,1287,計算機演算法,3,必修,IECS,資訊三丁,0,60
141,1288,專題研究(一),2,必修,IECS,資訊三丁,0,60
142,1289,人工智慧導論,3,選修,IECS,資訊三丁,0,60
143,1290,安全程式設計,3,選修,IECS,資訊三丁,0,60
144,1291,作業系統(二),3,選修,IECS,資訊三丁,0,60
145,1293,電腦視覺與擴增實境,3,選修,IECS,資訊三丁,0,60
146,1294,資訊實務案例探討,2,選修,IECS,資訊三丁,0,60
147,1295,微處理機介面設計,3,選修,IECS,資訊三丁,0,60
148,3549,人工智慧導論,3,選修,IECS,資訊三丁,0,60
149,3550,資訊安全管理,3,選修,IECS,資訊三丁,0,60
150,3554,行動應用程式開發,3,選修,IECS,資訊三丁,0,60
151,3555,軟體框架設計,3,選修,IECS,資訊三丁,0,60
152,3556,軟體框架設計,3,選修,IECS,資訊三丁,0,60
153,3637,嵌入式系統,3,選修,IECS,資訊三丁,0,60
154,3638,雲端應用系統開發,3,選修,IECS,資訊三丁,0,60
155,1296,程式設計與問題解決,2,選修,IECS,資訊四甲,0,60
156,1298,校外專業實習(三),3,選修,IECS,資訊四甲,0,60
157,1300,校外專業實習(一),3,選修,IECS,資訊四甲,0,60
158,1301,校外專業實習(二),3,選修,IECS,資訊四甲,0,60
159,3557,程式設計與問題解決,2,選修,IECS,資訊四甲,0,60
160,1296,程式設計與問題解決,2,選修,IECS,資訊四乙,0,60
161,1298,校外專業實習(三),3,選修,IECS,資訊四乙,0,60
162,1300,校外專業實習(一),3,選修,IECS,資訊四乙,0,60
163,1301,校外專業實習(二),3,選修,IECS,資訊四乙,0,60
164,3557,程式設計與問題解決,2,選修,IECS,資訊四乙,0,60
165,1296,程式設計與問題解決,2,選修,IECS,資訊四丙,0,60
166,1298,校外專業實習(三),3,選修,IECS,資訊四丙,0,60
167,1300,校外專業實習(一),3,選修,IECS,資訊四丙,0,60
168,1301,校外專業實習(二),3,選修,IECS,資訊四丙,0,60
169,3557,程式設計與問題解決,2,選修,IECS,資訊四丙,0,60
170,1296,程式設計與問題解決,2,選修,IECS,資訊四丁,0,60
171,1298,校外專業實習(三),3,選修,IECS,資訊四丁,0,60
172,1300,校外專業實習(一),3,選修,IECS,資訊四丁,0,60
173,1301,校外專業實習(二),3,選修,IECS,資訊四丁,0,60
174,3557,程式設計與問題解決,2,選修,IECS,資訊四丁,0,60
